企業名,法人番号,熱量,鮮度h,直近イベント,求人件数,卒年,出稿増,採用ページ更新,インテント,初検知,最終更新,取得日
株式会社alBee,,26.1,0,JOB_DOWN,1,,,,○,2026-06-21T05:19:13.003Z,2026-07-06T04:00:03.149Z,2026-07-06
新日本ビルメンテナンス株式会社,,25.0,0,GONE,2,,,,○,2026-07-04T10:00:09.195Z,2026-07-06T04:00:03.149Z,2026-07-06
株式会社ELM,,25.0,0,REAPPEARED,1,2027,,○,○,2026-07-03T22:00:08.268Z,2026-07-06T04:00:03.149Z,2026-07-06
株式会社バンダイ,,24.8,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,12,,○,,○,2026-06-18T23:36:18.438Z,2026-07-06T04:00:03.149Z,2026-07-06
森永製菓株式会社,,24.8,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,12,,○,,○,2026-06-18T23:36:18.438Z,2026-07-06T04:00:03.149Z,2026-07-06
日本航空株式会社,,24.8,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,12,,○,,○,2026-06-18T23:36:18.438Z,2026-07-06T04:00:03.149Z,2026-07-06
アサヒグループジャパン株式会社,,24.8,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,12,,○,,○,2026-06-18T23:36:18.438Z,2026-07-06T04:00:03.149Z,2026-07-06
株式会社KADOKAWA,,24.8,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,12,,○,,○,2026-06-18T23:36:18.438Z,2026-07-06T04:00:03.149Z,2026-07-06
味の素AGF株式会社,,24.8,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,12,,○,,○,2026-06-18T23:36:18.438Z,2026-07-06T04:00:03.149Z,2026-07-06
キリンホールディングス株式会社,,24.8,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,12,,○,,○,2026-06-18T23:36:18.438Z,2026-07-06T04:00:03.149Z,2026-07-06
サントリーホールディングス株式会社,,24.8,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,12,,○,,○,2026-06-18T23:36:18.438Z,2026-07-06T04:00:03.149Z,2026-07-06
伊藤忠商事株式会社,,24.8,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,12,,○,,○,2026-06-18T23:36:18.438Z,2026-07-06T04:00:03.149Z,2026-07-06
日清食品株式会社,,24.8,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,12,,○,,○,2026-06-18T23:36:18.438Z,2026-07-06T04:00:03.149Z,2026-07-06
全日本空輸株式会社,,24.8,0,JOB_UP|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY|NEW_QUERY,12,,○,,○,2026-06-18T23:36:18.438Z,2026-07-06T04:00:03.149Z,2026-07-06
