企業名,法人番号,採用担当者名,担当者確度,取得手法,取得元,役職,部署,根拠URL,根拠,電話番号,従業員数,業種,都道府県,新卒フラグ,公式URL,取得日
シブヤ食品株式会社,1370001003187,,,,,,,,,0829-34-4500,220,配達飲食サービス業,宮城県仙台市宮城野区岡田西町３番４０号,,http://www.shibuya-group.co.jp/,2026-06-25
株式会社エフコム,1380001004696,栗城,0.8,自社採用ページ深掘り,自社採用ページ,人事,事業支援本部,https://www.f-com.co.jp/recruit/newgraduate/,人事総務部 栗城（クリキ）,024-922-2555,365,【情報処理サービス業】 アウトソーシング、クラウドサービス、システム開発、機器販売、機器保守、ヘルプディスク、他,福島県郡山市堤下町１３番８号,○,https://www.f-com.co.jp/,2026-06-25
東邦レオ株式会社,1120001085408,吉川稔,0.66,自社採用ページ深掘り,自社採用ページ,新卒採用,,https://www.toho-leo.co.jp/recruit/blog,新卒採用吉川稔,06-6767-1210,350,建築・緑化資材の販売及び施工,大阪府大阪市中央区上町１丁目１番２８号,○,https://www.toho-leo.co.jp/,2026-06-25
島津産機システムズ株式会社,2160001000964,,,,,,,,,077-545-3250,300,一般機械器具製造業 産業機械の製造・販売,滋賀県大津市月輪１丁目８番１号,○,https://www.sis.shimadzu.co.jp/,2026-06-25
株式会社三協技術,1370001005118,佐々木,0.7,自社採用ページ深掘り,自社採用ページ,新卒採用,,https://sankyocc.jp/recruit/graduates1.html,"新卒採用担当
 佐々木・粟津",022-224-5503,263,建設コンサルタント業／測量業／地質調査業／補償コンサルタント業／IT関連事業／埋蔵文化財調査／建築設計・監理／建設工事・,宮城県仙台市青葉区国分町３丁目８番１４号,○,https://sankyocc.jp/,2026-06-25
ＯＥＣ株式会社,2260001001143,,,,,,,,,086-227-1121,285,システムインテグレーションサービス ソフトウェア開発 ＩＤＣサービス アウトソーシング ＡＳＰサービス ＷＥＢ関連サービ,岡山県岡山市北区本町６番３６号,○,https://www.oec-o.co.jp/,2026-06-25
札建工業株式会社,2430001006736,,,,,,,,,011-737-2210,137,総合建設業,北海道札幌市北区北七条西６丁目２番地３４,,https://www.sakkenkogyo.jp/,2026-06-25
日本高圧コンクリート株式会社,1430001020829,,,,,,,,,011-241-7105,304,コンクリート2次製品の製造販売 橋梁の設計・施工 その他付随工事,北海道札幌市中央区北三条西３丁目１番地５４,○,https://www.nihonkoatsu.co.jp/,2026-06-25
株式会社エコワーク,1080001012936,,,,,,,,,0547-37-3194,105,道路舗装工事、一般土木工事,静岡県島田市中溝町１７０３番地,,https://ecowork.co.jp/,2026-06-25
東洋熱工業株式会社,1010001051916,,,,,,,,,03-5250-4113,843,管工事業,東京都中央区京橋２丁目５番１２号,○,https://www.tonets.co.jp/,2026-06-25
株式会社イワサキ経営,1080101002531,前原,0.7,自社採用ページ深掘り,自社採用ページ,採用担当,,https://www.tax-iwasaki.com/recruit/news/2026/95797/,採用担当：前原,055-922-9870,116,経営コンサルタント業　他付随業務,静岡県沼津市大岡９８４番地の１,,https://www.tax-iwasaki.com/,2026-06-25
株式会社カネトモ,1080001014718,萩原,0.7,自社採用ページ深掘り,自社採用ページ,採用担当,,https://kanetomo.com/recruit/application-guidelines/,採用担当　萩原,054-643-1515,148,１．生鮮・冷凍マグロの卸売 ２．マグロの冷凍加工 ３．倉庫運輸業,静岡県藤枝市平島６９８番地の１,,https://kanetomo.com/,2026-06-25
丸水札幌中央水産株式会社,1430001023716,,,,,,,,,011-643-1234,121,水産物卸売業（札幌市中央卸売市場）,北海道札幌市中央区北十二条西２０丁目２番１号,,https://www.marusui-net.co.jp/,2026-06-25
山陽マシン株式会社,1240001033016,,,,,,,,,084-934-9305,121,各種工作機械の製造・販売,広島県福山市今津町大明神１１２番地の２,,http://www.sanyomachine.co.jp/,2026-06-25
中央アルプス観光株式会社,1100001021298,小田切,0.7,自社採用ページ深掘り,自社採用ページ,採用担当,,https://www.chuo-alps.com/recruit/,採用担当：小田切,0265-83-3107,122,索道旅客運輸業,長野県駒ヶ根市赤穂７５９番地４８９,,https://www.chuo-alps.com/,2026-06-25
菊水酒造株式会社,1110001012552,,,,,,,,,0120-230-101,127,清酒製造業,新潟県新発田市島潟７５０番地,,http://www.kikusui-sake.com/home/jp/,2026-06-25
株式会社ＣＩＪ,1020001015606,,,,,,,,,045-222-0555,807,システム開発およびシステム開発に関連するサービス,神奈川県横浜市西区高島１丁目２番５号,○,https://www.cij.co.jp/company/wlb/,2026-06-25
親和パッケージ株式会社,1140001001783,田邉,0.8,自社採用ページ深掘り,自社採用ページ,採用担当,総務部,https://shinwa-co.co.jp/recruit/,採用担当：総務部　田邉（タナベ）,0436-40-3201,800,梱包業,兵庫県神戸市東灘区向洋町西６丁目１９番地,○,https://shinwa-co.co.jp/about/project/,2026-06-25
株式会社天龍,1100001022593,,,,,,,,,0265-26-7550,101,株式会社 天龍では、炭素繊維・グラス繊維の研究開発をし、そのノウハウを生かした釣竿・ゴルフシャフトなどの製造・製品化を行,長野県飯田市長野原７００番地４２,,https://www.tenryu-magna.com/,2026-06-25
協和ビル管理株式会社,2040001001784,田渕,0.7,自社採用ページ深掘り,自社採用ページ,採用担当,,https://www.kyowakeibi.co.jp/recruit/,採用担当：田渕,043-243-0368,608,建物の総合管理業務,千葉県千葉市中央区汐見丘町１６番１１号,○,https://www.kyowakeibi.co.jp/,2026-06-25
株式会社タナカ,1050001010075,,,,,,,,,029-862-1234,503,販促用印刷物の製造販売、木造住宅用接合金物の製造販売、選挙用公営ポスター掲示板の製造販売,茨城県土浦市藤沢３４９５番地１,○,https://www.tanakanet.co.jp/,2026-06-25
山口金属曲板工業株式会社,1120001021940,,,,,,,,,06-6692-3636,180,金属製品製造,大阪府大阪市阿倍野区阪南町５丁目２３番１５号,,https://www.yamakin-g.com/,2026-06-25
豊運輸株式会社,1290001000044,,,,,,,,,092-976-1979,209,一般貨物運送事業,福岡県糟屋郡久山町大字久原２９０４番地２,,https://www.yutaka-unyu.co.jp/,2026-06-25
福岡地所株式会社,1290001016156,,,,,,,,,092-272-2787,200,1. 不動産の売買、賃貸、仲介、管理 2.都市計画、都市開発、地域開発 3. 住宅の建設、販売、賃貸 など,福岡県福岡市博多区住吉１丁目２番２５号,,http://fukuokajisho.com/,2026-06-25
石上車輌株式会社,1430001043417,,,,,,,,,011-881-8777,200,自動車中古部品販売業,北海道恵庭市下島松８０１番地３,,https://www.ishigami.co.jp/,2026-06-25
株式会社スカイパレスアソシエイツ,1370001015661,小坂,0.7,自社採用ページ深掘り,自社採用ページ,採用担当,,https://www.skypalace.co.jp/recruit/application/,採用担当　小坂,022-775-1122,164,結婚式場・ゲストハウス・チャペルの経営、貸衣装店の経営、ブライダルに付随する企画・立案・運営,宮城県仙台市宮城野区榴岡４丁目６番１号東武仙台第１ビル３Ｆ,,https://www.skypalace.co.jp/,2026-06-25
ミサワホーム甲信株式会社,1100001024904,五十嵐,0.8,自社採用ページ深掘り,自社採用ページ,人事,株式会社人事総務部,https://www.misawa-koushin.jp/misawa/shinsotsu.html,人事総務課　採用担当　五十嵐（イガラシ）,0120-029-330,199,1.住宅の建築工事請負ならびに設計監理 2.住宅の分譲販売ならびに不動産の販売・仲介および管理 3.店舗、ビル、倉庫等の,長野県松本市双葉２２番１号,,https://www.misawa-koushin.jp/,2026-06-25
株式会社松永製作所,1200001015083,和田 集太,0.7,自社採用ページ深掘り,自社採用ページ,採用担当,,https://www.matsunaga-w.co.jp/company/recruit/,採用担当／和田　集太,0584-35-1270,180,車椅子製造販売,岐阜県養老郡養老町大場４８４番地,,https://www.matsunaga-w.co.jp/,2026-06-25
株式会社金田自動車,1450001003022,,,,,,,,,,50,大型、小型自動車の修理、改造、販売,北海道旭川市末広東一条６丁目１番８号,,http://www.kanetagroup.jp/,2026-06-25
株式会社藤伸,1240001007498,,,,,,,,,0829-43-8100,210,一般貨物自動車運送事業,広島県広島市佐伯区五日市港４丁目２番１号,,https://toshin-truck.com/,2026-06-25
宇式エンジニアリング株式会社,1080001000536,,,,,,,,,,58,ICT機器販売、ハード保守メンテナンス、運用サポート,静岡県静岡市駿河区国吉田１丁目６番３３号,,http://www.ushiki.co.jp,2026-06-25
株式会社セントレック,1180001116025,,,,,,,,,,58,国等が発注する土木関係の業務における施工管理、維持管理、許認可事務、資料作成等の社会資本整備事業を支える公共的な業務です,愛知県名古屋市瑞穂区新開町２１番１０号,,https://www.centrec.co.jp/hp/,2026-06-25
株式会社丸紅,1080001013298,,,,,,,,,,68,土木工事業（施工・管理）、土木資材の販売、,静岡県島田市湯日１番地の１,,https://www.marubeni-co.jp/,2026-06-25
株式会社西井製作所,1240001008315,,,,,,,,,,75,自動車ナンバープレート、航空機部品、各種標識、電気部品、棺金具、半導体関連機器、各種塗装品、精密治具・金型、各種自動機設,広島県安芸郡海田町南明神町１番１７号,,https://www.hiroshima-nishii.co.jp/,2026-06-25
株式会社トヨタレンタリース山形,1390001001288,大滝,0.7,自社採用ページ深掘り,自社採用ページ,人事,,https://rent-toyota.co.jp/saiyou/,人事グループ　大滝,,134,"自動車賃貸業
　カーリース
　レンタカー",山形県山形市鉄砲町２丁目１４番２７号,,https://rent-toyota.co.jp/,2026-06-25
株式会社日専連ホールディングス,1420001004683,,,,,,,,,,62,カードショッピング・ショッピングクレジット・カードキャッシング・各種ローン・ギフトカード,青森県青森市長島２丁目１８番６号,,https://www.nissenren-aomori.or.jp/,2026-06-25
株式会社端野メディカル,1210001004746,竹内,0.82,自社採用ページ深掘り,自社採用ページ,採用,,https://www.hashino-medical.co.jp/news/news_recruit/entry-174.html,採用チームの竹内です,,76,医療機器消耗品販売、福祉用具販売・貸与,福井県福井市町屋３丁目１２番１２号,,http://www.hashino-medical.co.jp/,2026-06-25
株式会社美西,2250001010806,,,,,,,,,,125,足場、土木工事がメインの建設業です。,山口県周南市大字呼坂７４７番地１,,https://www.bisei-ltd.com/,2026-06-25
朝野工業株式会社,1230001006963,,,,,,,,,,54,建設業,富山県魚津市本新町２７番５号,,https://www.asanokk.jp,2026-06-25
上田工業株式会社,3350001006652,,,,,,,,,,89,総合建設業・不動産業,宮崎県延岡市古城町５丁目４６番地,,https://www.uedakogyo.co.jp/,2026-06-25
株式会社大之木ダイモ,2240001025573,,,,,,,,,,101,"１．木材・建材・住宅機器販売・ビル内装
２．木造住宅建築・住宅リフォーム
３．船舶艤装
４．ホームセンター「タック」
５",広島県呉市中央３丁目８番２１号,,http://www.daimo.jp/,2026-06-25
株式会社新潟日立,2110001004094,,,,,,,,,,150,"・日立製作所及び日立関連会社の各種機器及びシステム販売
・工事、設計、施工
・保守、サービス",新潟県新潟市東区竹尾卸新町７５２番地１０,,http://www.hitachi-hansya.jp/niigata-hitachi/index.html,2026-06-25
株式会社西四国マツダ,3500001003881,大西,0.7,自社採用ページ深掘り,自社採用ページ,採用担当,,https://nishi-shikoku-mazda.co.jp/recruit,採用担当 大西,,143,自動車販売、自動車整備・修理,愛媛県松山市土居町７９３番地１,,https://nishi-shikoku-mazda.co.jp/aboutus,2026-06-25
エナジー・ワン株式会社,4500001000457,,,,,,,,,,56,ＬＰガスの販売,愛媛県松山市大可賀３丁目１４５３番地１１,,https://www.energy-one.co.jp/,2026-06-25
株式会社エービッツ,4420001000102,小林,0.7,自社採用ページ深掘り,自社採用ページ,採用担当,,https://www.a-bits.co.jp/recruitment/mid-career-recruit/,採用担当：小林または須藤,,88,ソフトウェア開発、受託計算、データエントリー受託、ＯＡ機器販売、ＯＡサプライ販売、要員派遣、コンピュータ導入等のコンサル,青森県青森市新町２丁目６番２５号,,https://www.a-bits.co.jp,2026-06-25
株式会社ザックス,5420001012567,菊池,0.7,自社採用ページ深掘り,自社採用ページ,採用担当,,https://zax.co.jp/recruit/,採用担当：菊池,,100,化学、医療、環境分野に於けるプロジェクトコーディネイト事業,青森県下北郡東通村大字田屋字上流１１番地１,,https://www.zax.co.jp,2026-06-25
株式会社鳥山土木工業,5420001011791,橋本 海暉,0.66,自社採用ページ深掘り,自社採用ページ,新卒採用,,https://www.kk-toriyama.jp/recruit,"中途採用
橋本　海暉",,81,,青森県上北郡六ヶ所村大字倉内字笹崎２３２番地１４,,https://www.kk-toriyama.jp,2026-06-25
株式会社中央コーポレーション,4400001005375,,,,,,,,,,130,橋梁、水門、陸閘など鋼製の社会インフラの設計・製造・架設据付・メンテナンスまでをトータルで提供,岩手県花巻市東宮野目第１１地割５番地,,https://www.e-chuoh.com,2026-06-25
株式会社ＴＴＫエンジ福島,4380001001501,,,,,,,,,,111,"電気通信工事業
電気工事業
警備業",福島県福島市小倉寺字中ノ内１番５,,https://www.ttk-g.co.jp/group/fukushima/,2026-06-25
能代電設工業株式会社,4410001007206,小松,0.7,自社採用ページ深掘り,自社採用ページ,採用担当者,,https://noden.jp/recruit,採用担当者：小松,,101,設備工事業（電気・電気通信・機械器具設置・管）再生可能エネルギー関連工事,秋田県能代市浜通町１番４５号,,https://noden.jp/,2026-06-25
株式会社ビック,2380001017771,安部真理子,0.7,自社採用ページ深掘り,自社採用ページ,人事担当,人事担当安部,https://www.bicc.jp/recruit/,人事担当安部真理子,0242-28-7441,276,総合ビル管理・警備,福島県会津若松市城東町１４番５１号ラフィーネ城東１Ｆ,,https://www.bicc.jp/,2026-06-25
ダイワボウ情報システム株式会社,,,,,,,,,,0120-082-681,,,,,https://www.pc-daiwabo.co.jp/,2026-06-25
株式会社アイビーシー・ソフトアルファ,5400001000029,,,,,,,,,,96,ソフトウエア開発、ＩＴ機器販売、派遣業、広告代理店,岩手県盛岡市志家町６番１号アイビーシー放送会館,,https://www.ibcsoft.ne.jp/,2026-06-25
帝人株式会社,,,,,,,,,,03-3506-4529,,,,,https://www.teijin.co.jp/,2026-06-25
東洋アルミニウム株式会社,,,,,,,,,,03-3945-8172,,,,,https://www.toyo.ac.jp/,2026-06-25
東洋電機株式会社,,,,,,,,,,03-3945-8172,,,,,https://www.toyo.ac.jp/,2026-06-25
株式会社近藤紡績所,1180001035935,,,,,,,,,0261-23-3511,328,繊維工業及び繊維製品の輸入販売、不動産貸付,愛知県名古屋市中区丸の内２丁目１８番２５号,,https://www.kondobo.co.jp/,2026-06-25
株式会社ユーマート,1080001009379,,,,,,,,,054-351-2153,408,スーパーマーケット、お持ち帰り寿司の製造・販売、酒類販売,静岡県静岡市清水区有東坂２丁目５１４番地の１,,https://www.u-mart.co.jp/,2026-06-25
株式会社加賀田組,1110001001051,秋山,0.7,自社採用ページ深掘り,自社採用ページ,人事部,管理本部人事部,https://www.kagata.co.jp/page/recruitNew,人事部　秋山・田中,025-247-8188,433,総合建設業,新潟県新潟市中央区万代４丁目５番１５号,,https://www.kagata.co.jp/,2026-06-25
国分東北株式会社,1370001001380,,,,,,,,,0120-417-592,328,,宮城県仙台市宮城野区榴岡５丁目１番３５号５階,,https://www.kokubu.co.jp/touhoku/,2026-06-25
株式会社エッサム,1010001012182,,,,,,,,,03-1234-5678,258,会計事務所向け事務用品および財務・税務システムの製造・開発・販売など,東京都千代田区神田須田町１丁目２６番３号,,https://www.essam.co.jp/,2026-06-25
山下印刷紙器株式会社,1120001026923,,,,,,,,,06-7708-8700,262,紙加工品製造業,大阪府大阪市此花区西九条４丁目５番１８号,,http://www.yamashita-pac.com/,2026-06-25
カメヤマ株式会社,1120001032418,,,,,,,,,03-5656-1923,266,ローソク、線香等製造販売,大阪府大阪市北区大淀中２丁目９番１１号,,http://www.kameyama.co.jp/,2026-06-25
株式会社こうゆう,1030001002669,,,,,,,,,03-3258-8811,291,花まる学習会（学習塾）、スクールＦＣ（進学塾）、個別学習指導、療育支援、野外体験教室、教育講演会、教材開発・出版、公教育,埼玉県さいたま市浦和区常盤９丁目１９番１０号,,https://www.hanamarugroup.jp/,2026-06-25
株式会社教映社,1120001000341,佐藤,0.7,自社採用ページ深掘り,自社採用ページ,採用担当,,https://www.kyoeisha.com/recruit-info,採用担当：佐藤,,156,映像機器のレンタルと販売,大阪府大阪市旭区大宮４丁目１５番６号,,https://kyoeisha.com/,2026-06-25
株式会社三栄,2300001007193,大島,0.7,自社採用ページ深掘り,自社採用ページ,採用,,https://www.sun-ei.co.jp/recruit,採用担当 大島,,183,ビルの総合維持管理、警備業務及びその保障、建築請負業、建築の設計及び管理業務、不動産の売買・賃貸借・管理・仲介・土地造成,佐賀県唐津市鏡２５１６番地１,,http://www.sun-ei.co.jp,2026-06-25
株式会社ムジコ・クリエイト,5420001009340,,,,,,,,,,215,指定自動車教習所,青森県弘前市大字和泉１丁目３番地の１,,http://mujicocreate.co.jp/,2026-06-25
柿原工業株式会社,1240001030228,,,,,,,,,084-953-8100,269,輸送用機械器具製造業,広島県福山市箕沖町９９番地の１３,,https://www.kakihara.co.jp/kakihara/csr/,2026-06-25
株式会社スズケン,1180001017009,広瀬,0.7,自社採用ページ深掘り,自社採用ページ,人事,人事総務統轄部,http://www.suzuken.co.jp/recruit/career/career_yoko.html,採用担当 広瀬,052-961-2331,3409,医療用医薬品、試薬、医療用機器、医療材料、食品などの販売、ならびに医療用機器の開発製造,愛知県名古屋市東区東片端町８番地,○,http://www.suzuken.co.jp/,2026-06-25
株式会社Ｂ・Ｉ,1370001005910,,,,,,,,,022-232-7329,610,道路貨物自動車運送事業。加工食品等の入出荷管理及び配送,宮城県仙台市宮城野区扇町３丁目１番１号,,http://www.biunsou.co.jp/,2026-06-25
株式会社前澤エンジニアリングサービス,1030001082736,稲葉,0.7,自社採用ページ深掘り,自社採用ページ,採用担当,,https://www.maezawa-es.co.jp/ja/recruit/career/sales-staff.html,採用担当　稲葉,,307,上下水道用機器・水処理装置の修繕・据付工事、維持管理,埼玉県川口市仲町５番１１号,,http://www.maezawa-es.co.jp,2026-06-25
奥村機械株式会社,1120001155391,,,,,,,,,,270,建設機械の賃貸・販売・メンテナンス業,大阪府守口市佐太中町２丁目５番３号,,https://www.okumura-kikai.co.jp,2026-06-25
内外エンジニアリング株式会社,1130001011313,,,,,,,,,,309,建設コンサルタント（設計・測量）,京都府京都市南区久世中久世町１丁目１４１番地,,https://www.naigai-eng.co.jp,2026-06-25
富士通Japanソリューションズ九州株式会社,,,,,,,,,,,,,,,https://fujitsu.recruiting.jp.fujitsu.com/,2026-06-25
株式会社ビージョイ,2500001003387,,,,,,,,,,385,食肉卸売業,愛媛県松山市枝松５丁目８番１２号,,http://www.bejoy.jp/,2026-06-25
株式会社群成舎,1070001006749,,,,,,,,,,410,環境保全業、廃棄物収集運搬及び処分業、ビルメンテナンス業,群馬県高崎市上並榎町１２９番地の１,,http://www.gunseisya.co.jp,2026-06-25
株式会社角弘,2420001000657,,,,,,,,,,263,鉄製品・諸建設資材・家庭用品・諸機械・燃料・食料品・園芸用植物及び園芸用品の販売、諸工事請負、諸保険代理、リース、プロテ,青森県青森市新町２丁目５番１号,,https://www.kakuhiro.co.jp/,2026-06-25
株式会社青森電子計算センター,3420001000202,工藤,0.7,自社採用ページ深掘り,自社採用ページ,採用担当,総務部,https://www.acsc.co.jp/recruit/mid-career.html,採用担当：工藤,,300,"情報処理サービス業
　・システムインテグレーション
　・クラウドサービス
　・データセンターサービス
　・ICT機器販売",青森県青森市大字三内字丸山３９３番地２７０,,https://www.acsc.co.jp,2026-06-25
大塚テクノ株式会社,1480001004942,千葉,0.7,自社採用ページ深掘り,自社採用ページ,採用,株式会社人事総務部,https://www.otsuka-techno.co.jp/recruit/mid-career/,採用担当：千葉・八谷,,475,,徳島県鳴門市瀬戸町明神字板屋島１２０番１,,https://www.otsuka-techno.co.jp/,2026-06-25
石川トヨタ自動車株式会社,2220001000990,,,,,,,,,,267,自動車販売及び整備・鈑金塗装,石川県金沢市御影町３番１号,,https://www.ishikawatoyota.com/,2026-06-25
株式会社ヒューテック,4300001005303,,,,,,,,,,325,労働者派遣事業,佐賀県武雄市北方町大字大崎１１００番地８,,https://www.hutech-staff.com/,2026-06-25
株式会社南九州沖縄クボタ,2340001007751,,,,,,,,,,340,"クボタ農業機械、コインランドリー、コイン精米機、農業関連資材の
販売及び修理アフターサービス。
生活関連機器の販売及び電",鹿児島県霧島市溝辺町崎森９７３番地１,,https://www.minamikyushuokinawa-kubota.co.jp/,2026-06-25
株式会社三和サービス,3200001002352,,,,,,,,,,432,総合ビルメンテナンス業,岐阜県岐阜市西鶉１丁目５２番地,,http://www.group-sanwa.co.jp/,2026-06-25
株式会社ＫＩＳ,5330001001488,,,,,,,,,,308,,熊本県熊本市南区幸田１丁目６番２７号,,https://www.kis.co.jp/company_next/,2026-06-25
> 株式会社シーズの法人向けサービスはこちら,,,,,,,,,,,,,,,https://www.seedsjp.com/business/,2026-06-25
ザ・パック株式会社,,,,,,,,,,,,,,,https://www.weblio.jp/,2026-06-25
丸彦渡辺建設株式会社,2430001023599,,,,,,,,,,502,建設業,北海道札幌市豊平区豊平六条６丁目５番８号,,https://www.maruhiko.co.jp/,2026-06-25
北陸鉄道株式会社,1220001006411,,,,,,,,,,335,旅客運輸業,石川県金沢市広岡３丁目１番１号金沢パークビル１Ｆ,,http://www.hokutetsu.co.jp,2026-06-25
株式会社キナン,1170001011441,,,,,,,,,,692,土木建設機械のリース、レンタル、販売、修理,和歌山県新宮市浮島１番２５号,,http://www.kinan.co.jp/,2026-06-25
ヤマモリ株式会社,3190001012691,,,,,,,,,,780,食料品製造業,三重県桑名市大字森忠４６５番地の４,,https://www.yamamori.co.jp/,2026-06-25
株式会社青南商事,1420001009154,,,,,,,,,,605,"総合リサイクル業
○鉄・非鉄スクラップの卸・加工販売
○自動車リサイクル
○一般・産業廃棄物のリサイクル",青森県弘前市大字神田５丁目４番地５,,https://seinan-group.co.jp/,2026-06-25
ネッツトヨタ栃木株式会社,3060001003596,,,,,,,,,,771,"トヨタ・レクサス・フォルクスワーゲンの新車販売
各種中古車販売
点検整備
損害・生命保険代理店業務
部品用品販売
情報通",栃木県宇都宮市駒生２丁目１０番２８号,,http://www.netztochigi.co.jp/,2026-06-25
ビューテック株式会社,1140001050005,,,,,,,,,0565-31-5521,3200,・自動車用・産業用強化ガラス、自動車用硝子の組付加工 ・ドアトリム、コンソールボックス等　自動車用内装部品の製造及び納入,愛知県豊田市梅坪町９丁目３０番地３,,https://www.vuteq.co.jp/,2026-06-25
ＪＦＥスチール株式会社,1010001008668,,,,,,,,,,15578,鉄鋼製品・半製品（熱延薄鋼板、冷延薄鋼板、表面処理鋼板、厚鋼板、形鋼、Ｈ形鋼、鋼矢板、レール、継目無鋼管、鍛接鋼管、電縫,東京都千代田区内幸町２丁目２番３号,,https://www.jfe-steel.co.jp/saiyou/culture/welfare.html,2026-06-25
株式会社公文教育研究会,1120001054949,,,,,,,,,,1983,公文式教室・公文式学習法の普及,大阪府大阪市淀川区西中島５丁目６番６号,,https://www.kumon.ne.jp/job/culture/environment.html,2026-06-25
株式会社リブドゥコーポレーション,2500001014723,,,,,,,,,0120-662-115,1039,大人用紙おむつ、メディカルディスポーザブル用品の製造、販売,愛媛県四国中央市金田町半田乙４５番地の２,,https://livedo.jp/,2026-06-25
茨城トヨタ自動車株式会社,3050001000280,佐々木,0.7,自社採用ページ深掘り,自社採用ページ,採用担当,,https://www.ibaraki-toyota.jp/jinji/ibaraki-toyota-career,採用担当　佐々木,,1301,自動車販売・修理,茨城県水戸市泉町２丁目３番２４号,,https://www.ibaraki-toyota.jp/,2026-06-25
石本商事株式会社,3110001001256,,,,,,,,,,1406,給食の受託業務（病院・施設・産業・学校等）,新潟県新潟市中央区上近江３丁目１９番２２号,,http://www.isimotoshouji.co.jp/,2026-06-25
株式会社ワン・ステップ,1140001062280,,,,,,,,,,150,,兵庫県姫路市北条口２丁目６６番地,,,2026-06-25
フェンリル,,,,,,,,,,06-6377-7606,,,,,https://www.fenrir-inc.com/,2026-06-25
Sansan株式会社,,,,,,,,,,080-0100-9933,,,,,https://jp.sansan.com/,2026-06-25
株式会社フォーエス,3300001001212,,,,,,,,,,68,,佐賀県佐賀市南佐賀１丁目１１番２３号,,,2026-06-25
株式会社トレードワークス,1010001085245,,,,,,,,,,154,,東京都港区赤坂５丁目２番２０号,,,2026-06-25
株式会社イベント21,,,,,,,,,,,,,,,,2026-06-25
株式会社エニセンス,,,,,,,,,,,,,,,,2026-06-25
株式会社アンクシステムズ,,,,,,,,,,,,,,,,2026-06-25
日本ビジネスアート株式会社,,,,,,,,,,,,,,,,2026-06-25
株式会社Soft House Concierge,,,,,,,,,,,,,,,,2026-06-25
株式会社CFPコンサルティング,,,,,,,,,,,,,,,,2026-06-25
リバース株式会社,,,,,,,,,,,,,,,,2026-06-25
株式会社favy,,,,,,,,,,,,,,,,2026-06-25
